pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,
-50,x,35,0,140,0,,,,,465.2618526997976,466.26168080000207,466.26168080000207,466.26168080000207,466.26168080000207,466.26168080000207,467.26261459989473,467.26261459989473,x,1,0.8284522001631558,None,14,001,2023-10-16_22h50.02.683,Lab experiment 4,2023.1.3,61.27841471765154,
150,v,35,1,141,1,,,,,468.11293860012665,469.0966488998383,469.0966488998383,469.0966488998383,469.0966488998383,469.1133155999705,470.0970235997811,470.0970235997811,v,1,1.9841400003060699,None,14,001,2023-10-16_22h50.02.683,Lab experiment 4,2023.1.3,61.27841471765154,
50,c,35,2,142,2,,,,,472.11444849986583,473.0981527999975,473.0981527999975,473.0981527999975,473.0981527999975,473.1148303998634,474.0985391000286,474.0985391000286,c,1,0.7000410999171436,None,14,001,2023-10-16_22h50.02.683,Lab experiment 4,2023.1.3,61.27841471765154,
-150,z,35,3,143,3,,,,,474.83215209981427,475.8325256998651,475.8325256998651,475.8325256998651,475.8325256998651,475.8325256998651,476.81623139977455,476.81623139977455,z,1,0.7912246999330819,None,14,001,2023-10-16_22h50.02.683,Lab experiment 4,2023.1.3,61.27841471765154,
-50,x,36,0,144,0,,,,,477.6326322001405,478.6335666999221,478.6335666999221,478.6335666999221,478.6335666999221,478.6335666999221,479.61729020019993,479.61729020019993,x,1,0.6041175001300871,None,14,001,2023-10-16_22h50.02.683,Lab experiment 4,2023.1.3,61.27841471765154,
150,v,36,1,145,1,,,,,480.2502223001793,481.2512476001866,481.2512476001866,481.2512476001866,481.2512476001866,481.2512476001866,482.23495130008087,482.23495130008087,v,1,0.8505134000442922,None,14,001,2023-10-16_22h50.02.683,Lab experiment 4,2023.1.3,61.27841471765154,
50,c,36,2,146,2,,,,,483.1019409997389,484.1023230999708,484.1023230999708,484.1023230999708,484.1023230999708,484.1023230999708,485.10212629986927,485.10212629986927,c,1,0.6309742000885308,None,14,001,2023-10-16_22h50.02.683,Lab experiment 4,2023.1.3,61.27841471765154,
-150,z,36,3,147,3,,,,,485.752951500006,486.7528980001807,486.7528980001807,486.7528980001807,486.7528980001807,486.7528980001807,487.7530161999166,487.7530161999166,z,1,1.044783900026232,None,14,001,2023-10-16_22h50.02.683,Lab experiment 4,2023.1.3,61.27841471765154,
-50,x,37,0,148,0,,,,,488.8203623997979,489.8211666001007,489.8211666001007,489.8211666001007,489.8211666001007,489.8211666001007,490.8048670999706,490.8048670999706,x,1,0.7235225001350045,None,14,001,2023-10-16_22h50.02.683,Lab experiment 4,2023.1.3,61.27841471765154,
150,v,37,1,149,1,,,,,491.5551458001137,492.53885619994253,492.53885619994253,492.53885619994253,492.53885619994253,492.5555430999957,493.5392374000512,493.5392374000512,v,1,2.0303615001030266,None,14,001,2023-10-16_22h50.02.683,Lab experiment 4,2023.1.3,61.27841471765154,
50,c,37,2,150,2,,,,,495.58931449986994,496.5898409001529,496.5898409001529,496.5898409001529,496.5898409001529,496.5898409001529,497.5907658999786,497.5907658999786,c,1,1.3335938001982868,None,14,001,2023-10-16_22h50.02.683,Lab experiment 4,2023.1.3,61.27841471765154,
-150,z,37,3,151,3,,,,,498.9412770001218,499.94165319995955,499.94165319995955,499.94165319995955,499.94165319995955,499.94165319995955,500.92537860013545,500.92537860013545,z,1,0.8526256000623107,None,14,001,2023-10-16_22h50.02.683,Lab experiment 4,2023.1.3,61.27841471765154,
-50,x,38,0,152,0,,,,,501.8082996001467,502.8089203997515,502.8089203997515,502.8089203997515,502.8089203997515,502.8089203997515,503.8097827001475,503.8097827001475,x,1,0.7366089001297951,None,14,001,2023-10-16_22h50.02.683,Lab experiment 4,2023.1.3,61.27841471765154,
